0,1,-1305.2,3.165,-0.17208,-0.0018784,-7.7501e-05,-0.01493,-0.0068437,-9.7383e-05,-0.018465,-0.0089097,0.0079039,0.01082,0.0079254,0.018955,0.016916,0.00038296,-0.0038767,0.0085823,-0.0060378,-0.0077786,0.0023739,0.0067674,0.010139,-0.001871,0.00053083,0.0053934,-0.002641,-0.0026412,-0.0023976,-0.0027455,-0.0038417,-0.0063377,0.0036191,-0.0040963,0.00048172,-0.010759,-0.0030417,0.0072757,-0.0052151,0.0011641,-3.7885e-05,0.0046469,-0.010364,-0.0013375,-0.0013375,0.0047865,0.0045774,-0.011816,-0.0036455,-0.002652,-0.0089889,-0.0089891,-0.017403,-0.00077084,0.0020321,0.0074171,-0.0057976,-0.0057975,-0.016767,-0.0060721,-0.0045478,0.0084202,-0.0019557,-0.0019556
1,1,4248.8,-1.6325,-1.8547,-0.012288,-5.0866e-05,-0.016159,-0.0087501,-0.0013729,-0.031111,-0.02062,0.0070147,-0.010059,0.0061833,0.0082018,0.03379,0.0024675,-0.00024961,0.0032059,0.0051721,-0.0097209,0.011315,-0.010278,-0.018647,0.0029094,0.0023561,0.0048813,0.00019665,0.00019639,-0.0021394,0.0020932,0.010457,-0.0071266,0.0034844,0.0042639,0.0034611,-0.0040101,-0.004271,-0.0013487,-0.002514,0.0011629,-3.7935e-05,0.0088012,-0.0019289,0.0061699,0.0061699,0.0098176,0.0095263,-0.0060776,0.0081913,0.0080054,-0.009061,-0.0090612,-0.0032393,-0.0033157,-0.0031285,0.0011458,0.0015027,0.0015027,-0.011102,-0.00242,-0.0089409,0.0071957,-0.0033003,-0.0033007
2,1,-5975,-3.1417,2.9024,0.0076108,2.6728e-05,-0.010868,-0.0045717,0.00037252,-0.012907,-0.010515,0.0035537,0.0043735,0.0044097,0.010615,0.0065052,-0.0012137,-0.0061101,0.00012198,0.004524,-0.003648,0.0081746,0.015621,-0.01174,-0.00099483,-0.0013651,0.0029961,-0.0074956,-0.0074956,-0.0049743,0.00049624,0.002351,-0.0069198,0.007802,0.001634,-0.0031821,0.0020386,0.0019629,0.012196,-0.0067136,0.0011639,-3.7645e-05,-0.0086035,0.012608,0.0087292,0.0087292,0.0093097,0.0050811,-0.013279,-0.011905,-0.012469,-0.0082853,-0.0082854,-0.022839,0.0023584,0.0081917,0.0084353,0.0099364,0.0099364,-0.0014697,-0.0041153,0.00083627,-0.0051039,-0.0099185,-0.0099186
3,1,-853.07,0.55022,1.0184,0.0066946,7.4603e-05,0.0014747,-0.00438,0.00079106,0.0025253,-0.021291,0.0091482,-0.018295,-0.0093028,-0.0095721,-0.014591,0.0058047,-0.00021939,-0.025799,-0.0096248,0.0048798,0.0048748,-0.0008344,0.0081702,-0.018259,-0.01956,0.0026337,-0.0072194,-0.0072195,-0.0024151,-0.003483,-0.004181,0.0098401,-0.011931,-0.0076754,-0.0083922,-0.008889,0.028894,0.0025883,-0.0076504,0.0011645,-3.6907e-05,-0.01041,0.0079605,0.004451,0.0044511,0.00012082,-0.0087345,0.013473,-0.0026186,-0.00062615,-0.0037657,-0.0037658,0.011283,-0.0080369,-0.0087725,-0.0058699,0.0015585,0.0015585,-0.027808,0.0085667,0.013142,0.00069661,-0.010143,-0.010143
4,1,-2452.6,-1.5948,1.3131,0.0028645,1.7794e-05,-0.00096718,-9.8897e-05,0.00052827,-0.0058218,-0.021593,0.0065324,-0.051403,-0.018897,-0.014406,-0.0084042,0.00021125,0.0096134,-0.044473,-0.014976,0.0064422,0.00033398,-0.013457,0.012091,-0.012682,0.00035509,0.0061464,0.0050256,0.0050256,0.00021565,-0.0069948,-0.021558,-0.0017468,0.0056182,0.00030111,0.032434,0.013903,0.0027778,-0.023652,0.0077101,0.0011644,-3.6713e-05,0.00031946,-0.010716,0.0081543,0.0081542,-0.0017667,0.012687,-0.0073948,0.0075679,0.0093317,-0.0027046,-0.0027047,0.021946,0.0032679,-0.002598,-0.0078187,-0.0037882,-0.0037882,-0.0060996,0.007012,0.0085515,-0.0018952,0.0063296,0.0063296
5,1,689.42,1.9181,-1.085,-0.004542,1.1353e-05,-0.0038944,-0.0061744,0.00017842,-0.011758,-0.016684,0.0074135,-0.050886,-0.015646,-0.010925,-0.00069296,-0.0021846,0.014664,-0.034893,-0.0089765,-0.0042206,-0.001533,-0.023049,-0.01158,0.0042713,0.0066387,0.0017004,0.0027371,0.002737,0.0098912,-0.0058484,-0.0065051,-0.0036428,0.0033564,0.010904,0.037672,0.014308,-0.022589,-0.017598,-0.012602,0.0011644,-3.6942e-05,-0.010371,-0.0033119,0.0050548,0.0050548,0.0041208,0.0047185,0.00050938,-0.0030546,-0.0028842,0.0064875,0.0064875,-0.0026024,-0.00025277,-0.004531,-0.0083642,0.0024521,0.0024522,0.0066222,-0.0049314,0.0011381,-0.0054048,0.0046537,0.0046536
6,1,170.97,-2.6986,-0.30324,-0.0039358,4.2841e-06,-0.0060853,-0.0059698,3.2288e-05,-0.012555,-0.021459,0.0078484,-0.051948,-0.014489,-0.0090284,0.0035344,-0.0079041,0.023139,-0.035118,-0.0033606,0.0017205,-0.00025048,-0.024464,-0.027991,0.0060224,0.014358,0.0034473,0.0060987,0.0060986,0.0063507,-0.0050706,-0.0099402,-0.012233,0.015031,-0.0054786,0.018507,0.0072867,-0.031231,-0.0033179,-0.008175,0.0011641,-3.6683e-05,-0.0039366,0.0032822,0.0097564,0.0097564,0.0029922,-0.001369,0.0024401,0.0014576,-9.3127e-05,0.0040644,0.0040643,0.0028238,0.0073922,0.0037038,-0.0070102,0.0077296,0.0077296,0.005666,0.0024104,-0.0033142,-0.00023111,0.015991,0.015991
7,1,3129.9,-4.4525,-0.79321,-0.00053392,0.00011141,0.0031125,-0.0047411,-0.00046993,0.0013855,-0.020255,0.0079489,-0.029056,-0.0079383,-0.0083464,-0.0069954,-0.0040559,0.0073706,-0.0047895,-0.0027646,0.0059056,-0.006039,0.0088965,-0.0053631,-0.0057352,-0.0050736,0.0015089,0.0071318,0.0071318,0.0037669,-0.0097341,0.0039938,-0.0005321,-0.00019056,-0.0068768,0.0075217,-0.010563,0.012313,-0.0014362,-0.019728,0.0011649,-3.6468e-05,0.0089008,-0.020112,-0.0119,-0.0119,-0.0049834,0.00073974,-9.6809e-05,-0.0011942,-0.001182,-0.0010063,-0.0010065,-0.013623,-0.0048244,0.0023853,0.0027083,0.011278,0.011278,-0.0036109,-0.011942,-0.017563,0.0052579,-0.0069905,-0.0069905
8,1,478.11,-0.85135,-0.60385,-0.0010569,4.3433e-05,0.014046,-1.0987e-06,0.00025748,0.0068898,-0.01251,0.0098411,-0.0038822,-0.0099557,-0.0016767,0.0016031,-0.013736,-0.0007925,-0.0037736,-0.01697,-0.012457,0.008093,0.015428,-0.001941,-0.014313,-0.0020669,6.5693e-05,-0.01096,-0.01096,0.0057597,-0.0082177,0.0090862,0.0084413,0.013251,0.010144,-0.0033265,0.0016656,0.0010799,-0.0058062,0.0044157,0.0011645,-3.6737e-05,-0.010283,0.0033905,-0.0042816,-0.0042816,-0.025095,-0.00545,0.0038045,0.0015728,0.0020902,-0.013539,-0.01354,0.018539,-0.012489,-0.023571,-0.0021152,0.0046562,0.0046562,-0.010849,-0.0026432,-0.0049284,0.015096,-0.0026096,-0.0026095
9,1,-3685.2,-0.45584,0.76168,-0.004254,-0.00010409,0.0017317,-0.0039005,0.00093634,-0.0056205,-0.014616,0.0058951,-0.023363,-0.0062062,0.0018067,0.0032298,-0.0062429,-0.008031,-0.015161,-0.0072646,0.0028205,0.0036065,0.0083247,-0.023019,-0.0090322,-0.0039357,0.0067968,0.0022863,0.0022863,-0.0012819,-0.0027362,-0.0020075,0.005999,0.008693,-0.00081061,0.012666,-0.012898,0.0088611,0.0036973,-0.0066634,0.0011642,-3.7243e-05,0.0067582,0.0097883,0.0094909,0.0094908,-0.012318,-0.0058508,0.0057276,0.0026105,0.0019407,0.0064349,0.0064346,-0.00063443,0.010226,0.015196,0.020231,0.011489,0.011489,-0.0054697,-0.012616,-0.0072637,0.019573,0.005875,0.005875
